Start Time, Request Type, Latency, Response Code
19:48:42.491957100,POST,168,200
19:48:42.476996900,POST,183,200
19:48:42.496943600,POST,163,200
19:48:42.450069100,POST,209,200
19:48:42.472010,POST,187,200
19:48:42.475999900,POST,184,200
19:48:42.526863100,POST,133,200
19:48:42.503924700,POST,156,200
19:48:42.439098200,POST,220,200
19:48:42.587702,POST,72,200
19:48:42.471013200,POST,188,200
19:48:42.486970300,POST,174,200
19:48:42.588698600,POST,72,200
19:48:42.472010,POST,188,200
19:48:42.472010,POST,188,200
19:48:42.472010,POST,188,200
19:48:42.486970300,POST,174,200
19:48:42.491957100,POST,169,200
19:48:42.486970300,POST,174,200
19:48:42.450069100,POST,211,200
19:48:42.491957100,POST,170,200
19:48:42.491957100,POST,170,200
19:48:42.506916600,POST,155,200
19:48:42.494949200,POST,167,200
19:48:42.526863100,POST,135,200
19:48:42.450069100,POST,211,200
19:48:42.450069100,POST,211,200
19:48:42.443087600,POST,218,200
19:48:42.439098200,POST,222,200
19:48:42.472010,POST,189,200
19:48:42.491957100,POST,171,200
19:48:42.520879900,POST,142,200
19:48:42.503924700,POST,159,200
19:48:42.503924700,POST,159,200
19:48:42.662501400,POST,1,200
19:48:42.472010,POST,191,200
19:48:42.440096400,POST,223,200
19:48:42.472010,POST,191,200
19:48:42.472010,POST,191,200
19:48:42.662501400,POST,1,200
19:48:42.472010,POST,191,200
19:48:42.440096400,POST,223,200
19:48:42.493951900,POST,171,200
19:48:42.439098200,POST,224,200
19:48:42.521877,POST,143,200
19:48:42.440096400,POST,224,200
19:48:42.663499400,POST,1,200
19:48:42.499936,POST,165,200
19:48:42.445082700,POST,219,200
19:48:42.435109900,POST,229,200
19:48:42.496943600,POST,169,200
19:48:42.499936,POST,166,200
19:48:42.451066900,POST,214,200
19:48:42.451066900,POST,214,200
19:48:42.496943600,POST,169,200
19:48:42.450069100,POST,216,200
19:48:42.451066900,POST,215,200
19:48:42.472010,POST,195,200
19:48:42.663499400,POST,4,200
19:48:42.524868700,POST,143,200
19:48:42.441093,POST,226,200
19:48:42.524868700,POST,143,200
19:48:42.441093,POST,226,200
19:48:42.455055700,POST,212,200
